x y1 y2
0.712	47.6	0
0.72	47.6	0
0.728	48	0
0.736	48	-0.02
0.744	48	-0.02
0.752	47.6	0
0.76	48	0
0.768	48	-0.04
0.776	48	-0.02
0.784	48	0
0.792	47.6	0
0.8	48	0
0.808	48.4	0
0.816	48.4	0
0.824	48	-0.02
0.832	48	-0.02
0.84	48	0
0.848	47.6	-0.02
0.856	48	0
0.864	47.6	0.02
0.872	48.4	0
0.088	48	-0.04
0.0888	48	0
0.0896	48	-0.02
0.0904	48	-0.02
0.0912	48	0
0.92	47.6	0
0.928	48	-0.02
0.936	48	0.02
0.944	47.6	0
0.952	48.4	-0.02
0.96	48	-0.02
0.968	48	0
0.976	48	0.02
0.984	48	0
0.992	48	0
1	48	-0.02
0.1008	48.4	0
0.1016	47.6	0
0.1024	48	0
0.1032	48	0
0.104	48	0
0.1048	48	0
0.1056	48	0
0.1064	48	-0.02
0.1072	48	0
0.108	48	-0.02
0.1088	48	-0.02
0.1096	48	0
0.1104	48	0
0.1112	48	0
0.112	48.4	0
0.1128	48	-0.02
0.1136	48	0.02
0.1144	48	0
0.1152	47.6	-0.02
0.116	48	0.02
0.1168	48.4	-0.02
0.1176	48	0
0.1184	48	0
0.1192	48	0
0.12	48	-0.04
0.1208	48	0
0.1216	47.6	0
0.1224	47.6	0
0.1232	47.6	-0.02
0.124	48	0
0.1248	47.6	-0.02
0.1256	48	-0.02
0.1264	47.6	-0.02
0.1272	48.4	0
0.128	48	0
0.1288	47.6	0
0.1296	47.6	0
0.1304	48	0.02
0.1312	48	-0.02
0.132	48	0
0.1328	48.4	-0.02
0.1336	48.4	0
0.1344	48	0
0.1352	48	0
0.136	48	0
0.1368	48	-0.02
0.1376	48	-0.02
0.1384	48	0
0.1392	48	0
0.14	48	0.02
0.1408	48.4	-0.02
0.1416	47.6	0
0.1424	47.6	0
0.1432	48	0
0.144	48	-0.02
0.1448	48	-0.02
0.1456	48	0
0.1464	47.6	0
0.1472	48	0
0.148	47.6	-0.02
0.1488	48.4	0
0.1496	48.4	-0.02
0.1504	47.6	0.02
0.1512	48	-0.02
0.152	48.4	0
0.1528	48	0
0.1536	47.6	0
0.1544	48.4	0.02
0.1552	48	0
0.156	48	0
0.1568	48.4	0
0.1576	48	0
0.1584	48	0
0.1592	48	0
0.16	47.6	0
0.1608	48	-0.02
0.1616	48	0
0.1624	48	0
0.1632	48.4	0
0.164	47.6	0
0.1648	48	-0.02
0.1656	48	0
0.1664	48.4	0
0.1672	48	0
0.168	48	0
0.1688	48	0
0.1696	48	0.02
0.1704	48	0
0.1712	48.4	-0.02
0.172	47.6	0
0.1728	48	0
0.1736	48	0
0.1744	48	0
0.1752	48	0.02
0.176	47.6	-0.02
0.1768	48	0.02
0.1776	48	0.02
0.1784	48	0
0.1792	48.4	-0.02
0.18	48	-0.02
0.1808	47.6	0.02
0.1816	47.6	0.02
0.1824	48.4	0
0.1832	48.4	0
0.184	47.6	-0.02
0.1848	48	-0.02
0.1856	47.6	-0.02
0.1864	48	0
0.1872	47.6	-0.02
0.188	47.6	-0.02
0.1888	47.6	-0.02
0.1896	47.6	0
0.1904	47.6	0
0.1912	48.4	-0.02
0.192	48	0
0.1928	47.6	0
0.1936	48	0
0.1944	48	0
0.1952	48	-0.02
0.196	48	0
0.1968	48	-0.02
0.1976	47.6	0

